TL Name,TL Reference,Monitored Object Name,Monitored Object Reference,Monitored Object Last Sample,Object Name Similarity %,TL Polling Frequency,Monitored Object Unit
CS_02VVFSA6001_TL,2169.421523.TL3,CS_02VVFSA6001,421523.AI5.Present_Value,2020-04-13 08:57:58,82.0,90000,Pa
CS_02VVTST6001_TL,2169.421523.TL4,CS_02VVTST6001,421523.AI101.Present_Value,2020-04-13 08:57:59,82.0,90000,°C
CS_02VV6001_RTS_SP_TL,2169.421523.TL6,CS_02VV6001_RTS_SP,421523.AV1.Present_Value,2020-04-13 08:57:54,86.0,0,°C
CS_02VV6001_FLOW_TL,2169.421523.TL7,CS_02VV6001_FLOW,421523.AV9.Present_Value,2020-04-13 08:57:58,84.0,90000,L/s
CS_02VV6001_DMP_VRTL_POS_TL,2169.421523.TL8,CS_02VV6001_DMP_VRTL_POS,421523.AV15.Present_Value,2020-04-13 08:57:58,89.0,90000,%
CS_02VV6001_FLOW_SP_TL,2169.421523.TL9,CS_02VV6001_FLOW_SP,421523.AV10.Present_Value,2020-04-13 08:57:59,86.0,0,L/s
CS_02VV6001_DP_SP_TL,2169.421523.TL10,CS_02VV6001_DP_SP,421523.AV14.Present_Value,2020-04-13 08:57:57,85.0,90000,Pa
CS_01VVTSH6001_TL,2169.421523.TL16,CS_01VVTSH6001,421523.AI103.Present_Value,2020-04-13 08:57:54,82.0,90000,%RH
CS_01VVTCO2_6001_TL,2169.421523.TL17,CS_01VVTCO2_6001,421523.AI104.Present_Value,2020-04-13 08:57:55,84.0,90000,ppm
CS_RM6001_KeyPress,2169.421523.TL21,trend_log_input_ref not found,421523.LCD101.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU1_RM6001_MD_TL,2169.421523.TL23,CS_AHU1_RM6001_MD,421523.BI105.Present_Value,2020-04-13 08:58:19,85.0,0,Units not found
CS_02VVRRP6105A_TL,2169.421524.TL1,CS_02VVRRP6105A,421524.AO3.Present_Value,2020-04-13 08:59:07,83.0,90000,%
CS_02VVRRH6105A_TL,2169.421524.TL2,CS_02VVRRH6105A,421524.AO4.Present_Value,2020-04-13 08:59:00,83.0,90000,%
CS_02VVCDMOP6105A_TL,2169.421524.TL3,CS_02VVCDMOP6105A,421524.BO5.Present_Value,2020-04-13 08:59:07,85.0,0,Units not found
CS_02VVCDMCL6105A_TL,2169.421524.TL4,CS_02VVCDMCL6105A,421524.BO6.Present_Value,2020-04-13 08:59:00,85.0,0,Units not found
CS_02VVFSA6105A_TL,2169.421524.TL5,CS_02VVFSA6105A,421524.AI5.Present_Value,2020-04-13 08:58:43,83.0,90000,Pa
CS_02VVTST6105A_TL,2169.421524.TL6,CS_02VVTST6105A,421524.AI101.Present_Value,2020-04-13 08:58:44,83.0,90000,°C
CS_02VV6105A_RTS_SP_TL,2169.421524.TL8,CS_02VV6105A_RTS_SP,421524.AV1.Present_Value,2020-04-13 08:59:03,86.0,0,°C
CS_02VV6105A_FLOW_TL,2169.421524.TL9,CS_02VV6105A_FLOW,421524.AV9.Present_Value,2020-04-13 08:59:07,85.0,90000,L/s
CS_02VV6105A_FLOW_SP_TL,2169.421524.TL10,CS_02VV6105A_FLOW_SP,421524.AV10.Present_Value,2020-04-13 08:59:00,87.0,90000,L/s
CS_02VV6105A_DP_SP_TL,2169.421524.TL11,CS_02VV6105A_DP_SP,421524.AV14.Present_Value,2020-04-13 08:59:05,86.0,90000,Pa
CS_02VV6105A_DMP_VRTL_POS_TL,2169.421524.TL12,CS_02VV6105A_DMP_VRTL_POS,421524.AV15.Present_Value,2020-04-13 08:59:06,89.0,90000,%
CS_02VV6105A_OAT_AV_TL,2169.421524.TL13,CS_02VV6105A_OAT_AV,421524.AV17.Present_Value,2020-04-13 08:59:00,86.0,0,°C
SYSTEME_ST_BV_TL,2169.421524.TL14,SYSTEME_ST_BV,421524.BV1.Present_Value,2020-04-13 08:59:01,81.0,0,Units not found
CS_01VVTSH6105A_TL,2169.421524.TL16,CS_01VVTSH6105A,421524.AI103.Present_Value,2020-04-13 08:58:38,83.0,90000,%RH
CS_01VVTCO2_6105A_TL,2169.421524.TL17,CS_02VVCO26105A,421524.AI104.Present_Value,2020-04-13 08:58:39,20.0,90000,ppm
CS_RM6105A_KeyPress,2169.421524.TL21,trend_log_input_ref not found,421524.LCD101.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU1_RM6105A_MD_TL,2169.421524.TL23,CS_AHU1_RM6105A_MD,421524.BI105.Present_Value,2020-04-13 08:59:05,86.0,0,Units not found
CS_02VVRRP6107_TL,2169.421525.TL1,CS_02VVRRP6107,421525.AO3.Present_Value,2020-04-13 08:59:51,82.0,90000,%
CS_02VVRRH6107_TL,2169.421525.TL2,CS_02VVRRH6107,421525.AO4.Present_Value,2020-04-13 08:59:52,82.0,90000,%
CS_02VVCDMOP6107_TL,2169.421525.TL3,CS_02VVCDMOP6107,421525.BO5.Present_Value,2020-04-13 09:00:13,84.0,0,Units not found
CS_02VVCDMCL6107_TL,2169.421525.TL4,CS_02VVCDMCL6107,421525.BO6.Present_Value,2020-04-13 09:00:14,84.0,0,Units not found
CS_02VVFSA6107_TL,2169.421525.TL5,CS_02VVFSA6107,421525.AI5.Present_Value,2020-04-13 08:59:47,82.0,90000,Pa
CS_02VVTST6107_TL,2169.421525.TL6,CS_02VVTST6107,421525.AI101.Present_Value,2020-04-13 08:59:48,82.0,90000,°C
CS_02VVSOC6107_TL,2169.421525.TL7,CS_02VVSOC6107,421525.BI1.Present_Value,2020-04-13 09:00:09,82.0,0,Units not found
CS_02VV6107_RTS_SP_TL,2169.421525.TL8,CS_02VV6107_RTS_SP,421525.AV1.Present_Value,2020-04-13 08:59:47,86.0,0,°C
CS_02VV6107_FLOW_TL,2169.421525.TL9,CS_02VV6107_FLOW,421525.AV9.Present_Value,2020-04-13 09:00:11,84.0,90000,L/s
CS_02VV6107_FLOW_SP_TL,2169.421525.TL10,CS_02VV6107_FLOW_SP,421525.AV10.Present_Value,2020-04-13 09:00:12,86.0,90000,L/s
CS_02VV6107_DP_SP_TL,2169.421525.TL11,CS_02VV6107_DP_SP,421525.AV14.Present_Value,2020-04-13 09:00:09,85.0,90000,Pa
CS_02VV6107_DMP_VRTL_POS_TL,2169.421525.TL12,CS_02VV6107_DMP_VRTL_POS,421525.AV15.Present_Value,2020-04-13 09:00:10,89.0,90000,%
CS_02VV6107_OAT_AV_TL,2169.421525.TL13,CS_02VV6107_OAT_AV,421525.AV17.Present_Value,2020-04-13 09:00:13,86.0,0,°C
SYSTEME_ST_BV_TL,2169.421525.TL14,SYSTEME_ST_BV,421525.BV1.Present_Value,2020-04-13 09:00:15,81.0,0,Units not found
CS_01VVTSH6107_TL,2169.421525.TL16,CS_01VVTSH6107,421525.AI103.Present_Value,2020-04-13 08:59:49,82.0,90000,%RH
CS_01VVTCO2_6107_TL,2169.421525.TL17,CS_01VVTCO2_6107,421525.AI104.Present_Value,2020-04-13 08:59:51,84.0,90000,ppm
CS_RM6107_KeyPress,2169.421525.TL21,trend_log_input_ref not found,421525.LCD101.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU1_RM6107_MD_TL,2169.421525.TL23,CS_AHU1_RM6107_MD,421525.BI105.Present_Value,2020-04-13 09:00:10,85.0,0,Units not found
CS_02VVRRP6108VAVB_TL,2169.421526.TL1,CS_02VVRRP6108,421526.AO5.Present_Value,2020-04-13 09:00:54,67.0,90000,%
CS_02VVCDMOP6108VAVB_TL,2169.421526.TL2,trend_log_input_ref not found,421526.BO5.Present_Value,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_02VVCDMCL6108VAVB_TL,2169.421526.TL3,trend_log_input_ref not found,421526.BO6.Present_Value,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_02VVAST5A_TL,2169.421526.TL4,CS_02VVTST6108,421526.AI101.Present_Value,2020-04-13 09:01:00,47.0,720000,°C
CS_02VVFSA6108VAVB_TL,2169.421526.TL5,trend_log_input_ref not found,421526.AI5.Present_Value,trend_log_input_ref not found,Monitored Object does not exist.,90000,trend_log_input_ref not found
CS_02VVSOC6108VAVB_TL,2169.421526.TL6,trend_log_input_ref not found,421526.BI1.Present_Value,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_02VV6108VAVB_RTS_SP_TL,2169.421526.TL7,CS_02VV6108_RTS_SP,421526.AV1.Present_Value,2020-04-13 09:00:56,44.0,0,°C
CS_02VV6108VAVB_FLOW_TL,2169.421526.TL8,trend_log_input_ref not found,421526.AV9.Present_Value,trend_log_input_ref not found,Monitored Object does not exist.,90000,trend_log_input_ref not found
CS_02VV6108VAVB_FLOW_SP_TL,2169.421526.TL9,trend_log_input_ref not found,421526.AV10.Present_Value,trend_log_input_ref not found,Monitored Object does not exist.,90000,trend_log_input_ref not found
CS_02VV6108VAVB_DMP_VRTL_POS_TL,2169.421526.TL11,trend_log_input_ref not found,421526.AV15.Present_Value,trend_log_input_ref not found,Monitored Object does not exist.,90000,trend_log_input_ref not found
CS_02VV6108VAVB_OAT_AV_TL,2169.421526.TL12,CS_02VV6108_OAT_AV,421526.AV17.Present_Value,2020-04-13 09:01:18,44.0,0,°C
SYSTEME_ST_BV_TL,2169.421526.TL13,SYSTEME_ST_BV,421526.BV1.Present_Value,2020-04-13 09:01:17,81.0,0,Units not found
SYSTEM_UNIT_MODE_BV_TL,2169.421526.TL15,SYSTEM_UNIT_MODE_BV,421526.BV3.Present_Value,2020-04-13 09:01:19,86.0,0,Units not found
CS_01VVTSH6108_TL,2169.421526.TL16,CS_01VVTSH6108,421526.AI103.Present_Value,2020-04-13 09:00:54,82.0,90000,%RH
CS_01VVTCO2_6108_TL,2169.421526.TL17,CS_01VVTCO2_6108,421526.AI104.Present_Value,2020-04-13 09:00:55,84.0,90000,ppm
CS_RM6108_KeyPress,2169.421526.TL21,trend_log_input_ref not found,421526.LCD101.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU1_RM6108_MD_TL,2169.421526.TL23,CS_AHU1_RM6108_MD,421526.BI105.Present_Value,2020-04-13 09:01:22,85.0,0,Units not found
CS_02VVRRP6109_TL,2169.421527.TL1,CS_02VVRRP6109,421527.AO3.Present_Value,2020-04-13 09:02:01,82.0,90000,%
CS_02VVRRH6109_TL,2169.421527.TL2,CS_02VVRRH6109,421527.AO4.Present_Value,2020-04-13 09:02:00,82.0,90000,%
CS_02VVCDMOP6109_TL,2169.421527.TL3,CS_02VVCDMOP6109,421527.BO5.Present_Value,2020-04-13 09:02:06,84.0,0,Units not found
CS_02VVCDMCL6109_TL,2169.421527.TL4,CS_02VVCDMCL6109,421527.BO6.Present_Value,2020-04-13 09:02:29,84.0,0,Units not found
CS_02VVFSA6109_TL,2169.421527.TL5,CS_02VVFSA6109,421527.AI5.Present_Value,2020-04-13 09:01:43,82.0,90000,Pa
CS_02VVTST6109_TL,2169.421527.TL6,CS_02VVTST6109,421527.AI101.Present_Value,2020-04-13 09:01:45,82.0,90000,°C
CS_02VVSOC6109_TL,2169.421527.TL7,CS_02VVSOC6109,421527.BI1.Present_Value,2020-04-13 09:02:02,82.0,0,Units not found
CS_02VV6109_RTS_SP_TL,2169.421527.TL8,CS_02VV6109_RTS_SP,421527.AV1.Present_Value,2020-04-13 09:02:03,86.0,0,°C
CS_02VV6109_FLOW_TL,2169.421527.TL9,CS_02VV6109_FLOW,421527.AV9.Present_Value,2020-04-13 09:02:04,84.0,90000,L/s
CS_02VV6109_FLOW_SP_TL,2169.421527.TL10,CS_02VV6109_FLOW_SP,421527.AV10.Present_Value,2020-04-13 09:02:05,86.0,90000,L/s
CS_02VV6109_DP_SP_TL,2169.421527.TL11,CS_02VV6109_DP_SP,421527.AV14.Present_Value,2020-04-13 09:02:02,85.0,90000,Pa
CS_02VV6109_DMP_VRTL_POS_TL,2169.421527.TL12,CS_02VV6109_DMP_VRTL_POS,421527.AV15.Present_Value,2020-04-13 09:02:03,89.0,90000,%
CS_02VV6109_OAT_AV_TL,2169.421527.TL13,CS_02VV6109_OAT_AV,421527.AV17.Present_Value,2020-04-13 09:02:06,86.0,0,°C
SYSTEME_ST_BV_TL,2169.421527.TL14,SYSTEME_ST_BV,421527.BV1.Present_Value,2020-04-13 09:02:30,81.0,0,Units not found
CS_01VVTSH6109_TL,2169.421527.TL16,CS_01VVTSH6109,421527.AI103.Present_Value,2020-04-13 09:02:01,82.0,90000,%RH
CS_01VVTCO2_6109_TL,2169.421527.TL17,CS_01VVTCO2_6109,421527.AI104.Present_Value,2020-04-13 09:02:03,84.0,90000,ppm
CS_RM6109_KeyPress,2169.421527.TL21,trend_log_input_ref not found,421527.LCD101.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU1_RM6109_MD_TL,2169.421527.TL23,CS_AHU1_RM6109_MD,421527.BI105.Present_Value,2020-04-13 09:02:04,85.0,0,Units not found
CS_02VVRRP6000A_TL,2169.421528.TL1,CS_02VVRRP6000,421528.AO3.Present_Value,2020-04-13 09:02:48,78.0,90000,%
CS_02VVCDMOP6000A_TL,2169.421528.TL2,CS_02VVCDMOP6000,421528.BO5.Present_Value,2020-04-13 09:03:14,80.0,0,Units not found
CS_02VVCDMCL6000A_TL,2169.421528.TL3,CS_02VVCDMCL6000,421528.BO6.Present_Value,2020-04-13 09:03:15,80.0,0,Units not found
CS_02VVFSA6000A_TL,2169.421528.TL4,CS_02VVFSA6000,421528.AI5.Present_Value,2020-04-13 09:02:52,78.0,90000,Pa
CS_02VVTST6000A_TL,2169.421528.TL5,CS_02VVTST6000,421528.AI101.Present_Value,2020-04-13 09:02:53,78.0,90000,°C
CS_02VV6000A_RTS_SP_TL,2169.421528.TL7,CS_02VV6000_RTS_SP,421528.AV1.Present_Value,2020-04-13 09:03:12,50.0,0,°C
CS_02VV6000A_FLOW_TL,2169.421528.TL8,CS_02VV6000_FLOW,421528.AV9.Present_Value,2020-04-13 09:03:13,55.0,90000,L/s
CS_02VV6000A_FLOW_SP_TL,2169.421528.TL9,CS_02VV6000_FLOW_SP,421528.AV10.Present_Value,2020-04-13 09:03:14,48.0,90000,L/s
CS_02VV6000A_DP_SP_TL,2169.421528.TL10,CS_02VV6000_DP_SP,421528.AV14.Present_Value,2020-04-13 09:03:12,52.0,90000,Pa
CS_02VV6000A_DMP_VRTL_POS_TL,2169.421528.TL11,CS_02VV6000_DMP_VRTL_POS,421528.AV15.Present_Value,2020-04-13 09:03:13,39.0,90000,%
CS_02VV6000A_OAT_AV_TL,2169.421528.TL12,CS_02VV6000_OAT_AV,421528.AV17.Present_Value,2020-04-13 09:03:14,50.0,0,°C
SYSTEME_ST_BV_TL,2169.421528.TL13,SYSTEME_ST_BV,421528.BV1.Present_Value,2020-04-13 09:03:08,81.0,0,Units not found
CS_01VVTSH6000_TL,2169.421528.TL16,CS_01VVTSH6000,421528.AI103.Present_Value,2020-04-13 09:02:47,82.0,90000,%RH
CS_01VVTCO2_6000_TL,2169.421528.TL17,CS_01VVTCO2_6000,421528.AI104.Present_Value,2020-04-13 09:02:48,84.0,90000,ppm
CS_RM6000_KeyPress,2169.421528.TL21,trend_log_input_ref not found,421528.LCD101.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU1_RM6000_MD_TL,2169.421528.TL23,CS_AHU1_RM6000_MD,421528.BI105.Present_Value,2020-04-13 09:03:12,85.0,0,Units not found
CS_02VVRRP6101A_TL,2169.421529.TL1,CS_02VVRRP6101,421529.AO3.Present_Value,2020-04-13 09:03:54,78.0,90000,%
CS_02VVCDMOP6101A_TL,2169.421529.TL2,CS_02VVCDMOP6101,421529.BO5.Present_Value,2020-04-13 09:04:21,80.0,0,Units not found
CS_02VVCDMCL6101A_TL,2169.421529.TL3,CS_02VVCDMCL6101,421529.BO6.Present_Value,2020-04-13 09:04:23,80.0,0,Units not found
CS_02VVFSA6101A_TL,2169.421529.TL4,CS_02VVFSA6101,421529.AI5.Present_Value,2020-04-13 09:04:01,78.0,90000,Pa
CS_02VVTST6101A_TL,2169.421529.TL5,CS_02VVTST6101,421529.AI101.Present_Value,2020-04-13 09:04:01,78.0,90000,°C
CS_02VVSOC6101_TL,2169.421529.TL6,CS_02VVSOC6101,421529.BI1.Present_Value,2020-04-13 09:04:18,82.0,0,Units not found
CS_02VV6101A_RTS_SP_TL,2169.421529.TL7,CS_02VV6101_RTS_SP,421529.AV1.Present_Value,2020-04-13 09:03:57,50.0,0,°C
CS_02VV6101A_FLOW_TL,2169.421529.TL8,CS_02VV6101_FLOW,421529.AV9.Present_Value,2020-04-13 09:03:58,55.0,90000,L/s
CS_02VV6101A_FLOW_SP_TL,2169.421529.TL9,CS_02VV6101_FLOW_SP,421529.AV10.Present_Value,2020-04-13 09:03:59,48.0,90000,L/s
CS_02VV6101A_DP_SP_TL,2169.421529.TL10,CS_02VV6101_DP_SP,421529.AV14.Present_Value,2020-04-13 09:04:18,52.0,90000,Pa
CS_02VV6101A_DMP_VRTL_POS_TL,2169.421529.TL11,CS_02VV6101_DMP_VRTL_POS,421529.AV15.Present_Value,2020-04-13 09:04:19,39.0,90000,%
CS_02VV6101A_OAT_AV_TL,2169.421529.TL12,CS_02VV6101_OAT_AV,421529.AV17.Present_Value,2020-04-13 09:04:21,50.0,0,°C
SYSTEME_ST_BV_TL,2169.421529.TL13,SYSTEME_ST_BV,421529.BV1.Present_Value,2020-04-13 09:04:24,81.0,0,Units not found
CS_01VVTSH6101_TL,2169.421529.TL16,CS_01VVTSH6101,421529.AI103.Present_Value,2020-04-13 09:03:55,82.0,90000,%RH
CS_01VVTCO2_6101_TL,2169.421529.TL17,CS_02VVCO26101,421529.AI104.Present_Value,2020-04-13 09:03:56,21.0,90000,ppm
CS_RM6101_KeyPress,2169.421529.TL21,trend_log_input_ref not found,421529.LCD101.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU1_RM6101_MD_TL,2169.421529.TL23,CS_AHU1_RM6101_MD,421529.BI105.Present_Value,2020-04-13 09:04:19,85.0,0,Units not found
CS_02VVRRP6103A_TL,2169.421530.TL1,CS_02VVRRP6103,421530.AO3.Present_Value,2020-04-13 09:05:07,78.0,90000,%
CS_02VVCDMOP6103A_TL,2169.421530.TL2,CS_02VVCDMOP6103,421530.BO5.Present_Value,2020-04-13 09:05:27,80.0,0,Units not found
CS_02VVCDMCL6103A_TL,2169.421530.TL3,CS_02VVCDMCL6103,421530.BO6.Present_Value,2020-04-13 09:05:28,80.0,0,Units not found
CS_02VVFSA6103A_TL,2169.421530.TL4,CS_02VVFSA6103,421530.AI5.Present_Value,2020-04-13 09:05:10,78.0,90000,Pa
CS_02VVTST6103A_TL,2169.421530.TL5,CS_02VVTST6103,421530.AI101.Present_Value,2020-04-13 09:05:03,78.0,90000,°C
CS_02VVSOC6103_TL,2169.421530.TL6,CS_02VVSOC6103,421530.BI1.Present_Value,2020-04-13 09:05:09,82.0,0,Units not found
CS_02VV6103A_RTS_SP_TL,2169.421530.TL7,CS_02VV6103_RTS_SP,421530.AV1.Present_Value,2020-04-13 09:05:09,50.0,0,°C
CS_02VV6103A_FLOW_TL,2169.421530.TL8,CS_02VV6103_FLOW,421530.AV9.Present_Value,2020-04-13 09:05:03,55.0,90000,L/s
CS_02VV6103A_FLOW_SP_TL,2169.421530.TL9,CS_02VV6103_FLOW_SP,421530.AV10.Present_Value,2020-04-13 09:05:04,48.0,90000,L/s
CS_02VV6103A_DP_SP_TL,2169.421530.TL10,CS_02VV6103_DP_SP,421530.AV14.Present_Value,2020-04-13 09:05:09,52.0,90000,Pa
CS_02VV6103A_DMP_VRTL_POS_TL,2169.421530.TL11,CS_02VV6103_DMP_VRTL_POS,421530.AV15.Present_Value,2020-04-13 09:05:09,39.0,90000,%
CS_02VV6103A_OAT_AV_TL,2169.421530.TL12,CS_02VV6103_OAT_AV,421530.AV17.Present_Value,2020-04-13 09:05:04,50.0,0,°C
SYSTEME_ST_BV_TL,2169.421530.TL13,SYSTEME_ST_BV,421530.BV1.Present_Value,2020-04-13 09:05:29,81.0,0,Units not found
CS_01VVTSH6103_TL,2169.421530.TL16,CS_01VVTSH6103,421530.AI103.Present_Value,2020-04-13 09:05:04,82.0,90000,%RH
CS_01VVTCO2_6103_TL,2169.421530.TL17,CS_02VVCO26103,421530.AI104.Present_Value,2020-04-13 09:05:06,21.0,90000,ppm
CS_RM6103_KeyPress,2169.421530.TL21,trend_log_input_ref not found,421530.LCD101.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU1_RM6103_MD_TL,2169.421530.TL23,CS_AHU1_RM6103_MD,421530.BI105.Present_Value,2020-04-13 09:05:10,85.0,0,Units not found
CS_02VVRRP7104A_TL,2169.421531.TL1,CS_02VVRRP7104VAVA,421531.AO3.Present_Value,2020-04-13 09:06:14,78.0,90000,%
CS_02VVCDMOP7104A_TL,2169.421531.TL2,CS_02VVCDMOP7104VAVA,421531.BO5.Present_Value,2020-04-13 09:06:27,80.0,0,Units not found
CS_02VVCDMCL7104A_TL,2169.421531.TL3,CS_02VVCDMCL7104VAVA,421531.BO6.Present_Value,2020-04-13 09:06:29,80.0,0,Units not found
CS_02VVFSA7104A_TL,2169.421531.TL4,CS_02VVFSA7104VAVA,421531.AI5.Present_Value,2020-04-13 09:05:56,78.0,90000,Pa
CS_02VVTST7104A_TL,2169.421531.TL5,CS_02VVTST7104VAVA,421531.AI101.Present_Value,2020-04-13 09:05:48,78.0,90000,°C
CS_02VVSOC7104VAVA_TL,2169.421531.TL6,CS_02VVSOC7104VAVA,421531.BI1.Present_Value,2020-04-13 09:06:20,86.0,0,Units not found
CS_02VV7104A_RTS_SP_TL,2169.421531.TL7,CS_02VV7104VAVA_RTS_SP,421531.AV1.Present_Value,2020-04-13 09:06:18,50.0,0,°C
CS_02VV7104A_FLOW_TL,2169.421531.TL8,CS_02VV7104VAVA_FLOW,421531.AV9.Present_Value,2020-04-13 09:06:21,55.0,90000,L/s
CS_02VV7104A_FLOW_SP_TL,2169.421531.TL9,CS_02VV7104VAVA_FLOW_SP,421531.AV10.Present_Value,2020-04-13 09:06:23,48.0,90000,L/s
CS_02VV7104A_DP_SP_TL,2169.421531.TL10,CS_02VV7104VAVA_DP_SP,421531.AV14.Present_Value,2020-04-13 09:06:17,52.0,90000,Pa
CS_02VV7104A_DMP_VRTL_POS_TL,2169.421531.TL11,CS_02VV7104VAVA_DMP_VRTL_POS,421531.AV15.Present_Value,2020-04-13 09:06:19,39.0,90000,%
CS_02VV7104A_OAT_AV_TL,2169.421531.TL12,CS_02VV7104VAVA_OAT_AV,421531.AV17.Present_Value,2020-04-13 09:06:23,50.0,0,°C
SYSTEME_ST_BV_TL,2169.421531.TL13,SYSTEME_ST_BV,421531.BV1.Present_Value,2020-04-13 09:06:16,81.0,0,Units not found
CS_01VVTSH7104A_TL,2169.421531.TL16,CS_01VVTSH7104A,421531.AI103.Present_Value,2020-04-13 09:05:49,83.0,90000,%RH
CS_01VVTCO2_7104A_TL,2169.421531.TL17,CS_02VVCO27104VAVA,421531.AI104.Present_Value,2020-04-13 09:05:51,20.0,90000,ppm
CS_RM7104A_KeyPress,2169.421531.TL21,trend_log_input_ref not found,421531.LCD101.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU1_RM7104A_MD_TL,2169.421531.TL23,CS_AHU1_RM7104A_MD,421531.BI105.Present_Value,2020-04-13 09:06:22,86.0,0,Units not found
CS_02VVRRP7104VAVB_TL,2169.421532.TL1,CS_02VVRRP7104VAVB,421532.AO3.Present_Value,2020-04-13 09:07:19,86.0,90000,%
CS_02VVRRH7104VAVB_TL,2169.421532.TL2,CS_02VVRRH7104VAVB,421532.AO4.Present_Value,2020-04-13 09:07:22,86.0,90000,%
CS_02VVCDMOP7104VAVB_TL,2169.421532.TL3,CS_02VVCDMOP7104VAVB,421532.BO5.Present_Value,2020-04-13 09:07:18,87.0,0,Units not found
CS_02VVCDMCL7104VAVB_TL,2169.421532.TL4,CS_02VVCDMCL7104VAVB,421532.BO6.Present_Value,2020-04-13 09:07:55,87.0,0,Units not found
CS_02VVFSA7104VAVB_TL,2169.421532.TL5,CS_02VVFSA7104VAVB,421532.AI5.Present_Value,2020-04-13 09:07:16,86.0,90000,Pa
CS_02VVTST7104VAVB_TL,2169.421532.TL6,CS_02VVTST7104VAVB,421532.AI101.Present_Value,2020-04-13 09:07:19,86.0,90000,°C
CS_02VVSOC7104VAVB_TL,2169.421532.TL7,CS_02VVSOC7104VAVB,421532.BI1.Present_Value,2020-04-13 09:07:30,86.0,0,Units not found
CS_02VV7104VAVB_RTS_SP_TL,2169.421532.TL8,CS_02VV7104VAVB_RTS_SP,421532.AV1.Present_Value,2020-04-13 09:07:28,88.0,0,°C
CS_02VV7104VAVB_FLOW_TL,2169.421532.TL9,CS_02VV7104VAVB_FLOW,421532.AV9.Present_Value,2020-04-13 09:07:32,87.0,90000,L/s
CS_02VV7104VAVB_FLOW_SP_TL,2169.421532.TL10,CS_02VV7104VAVB_FLOW_SP,421532.AV10.Present_Value,2020-04-13 09:07:35,88.0,90000,L/s
CS_02VV7104VAVB_DP_SP_TL,2169.421532.TL11,CS_02VV7104VAVB_DP_SP,421532.AV14.Present_Value,2020-04-13 09:07:26,88.0,90000,Pa
CS_02VV7104VAVB_DMP_VRTL_POS_TL,2169.421532.TL12,CS_02VV7104VAVB_DMP_VRTL_POS,421532.AV15.Present_Value,2020-04-13 09:07:29,90.0,90000,%
CS_02VV7104VAVB_OAT_AV_TL,2169.421532.TL13,CS_02VV7104VAVB_OAT_AV,421532.AV17.Present_Value,2020-04-13 09:07:35,88.0,0,°C
SYSTEME_ST_BV_TL,2169.421532.TL14,SYSTEME_ST_BV,421532.BV1.Present_Value,2020-04-13 09:07:59,81.0,0,Units not found
CS_01VVTSH7104B_TL,2169.421532.TL16,CS_01VVTSH7104B,421532.AI103.Present_Value,2020-04-13 09:07:21,83.0,90000,%RH
CS_01VVTCO2_7104B_TL,2169.421532.TL17,CS_02VVCO27104VAVB,421532.AI104.Present_Value,2020-04-13 09:07:24,20.0,90000,ppm
CS_RM7104B_KeyPress,2169.421532.TL21,trend_log_input_ref not found,421532.LCD101.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU1_RM7104B_MD_TL,2169.421532.TL23,CS_AHU1_RM7104B_MD,421532.BI105.Present_Value,2020-04-13 09:07:33,86.0,0,Units not found
CS_02VVCDMOP7104A_TL,2169.421533.TL1,CS_02VVCDMOP7104A,421533.BO5.Present_Value,2020-04-13 09:08:40,85.0,0,Units not found
CS_02VVCDMCL7104A_Y_TL,2169.421533.TL2,CS_02VVCDMCL7104A,421533.BO6.Present_Value,2020-04-13 09:08:42,77.0,0,Units not found
CS_02VVFSA7104A_TL,2169.421533.TL3,CS_02VVFSA7104A,421533.AI5.Present_Value,2020-04-13 09:08:33,83.0,90000,Pa
CS_02VVTST7104A_TL,2169.421533.TL4,CS_02VVTST7104A,421533.AI101.Present_Value,2020-04-13 09:08:36,83.0,90000,°C
CS_02VV7104A_RTS_SP_TL,2169.421533.TL6,CS_02VV7104A_RTS_SP,421533.AV1.Present_Value,2020-04-13 09:08:36,86.0,0,°C
CS_02VV7104A_FLOW_TL,2169.421533.TL7,CS_02VV7104A_FLOW,421533.AV9.Present_Value,2020-04-13 09:08:39,85.0,90000,L/s
