TL Name,TL Reference,Monitored Object Name,Monitored Object Reference,Monitored Object Last Sample,Object Name Similarity %,TL Polling Frequency,Monitored Object Unit
CS_02VVCDMOP2104VAVA_TL,2169.421512.TL3,CS_02VVCDMOP2104,421512.BO5.Present_Value,2020-04-13 08:45:56,70.0,0,Units not found
CS_02VVCDMCL2104VAVA_TL,2169.421512.TL4,CS_02VVCDMCL2104,421512.BO6.Present_Value,2020-04-13 08:45:56,70.0,0,Units not found
CS_02VVFSA2104VAVA_TL,2169.421512.TL5,CS_02VVFSA2104,421512.AI5.Present_Value,2020-04-13 08:45:13,67.0,90000,Pa
CS_02VVTST2104VAVA_TL,2169.421512.TL6,CS_02VVTST2104,421512.AI101.Present_Value,2020-04-13 08:45:14,67.0,90000,°C
CS_02VVSOC2104A_TL,2169.421512.TL7,CS_02VVSOC2104A,421512.BI1.Present_Value,2020-04-13 08:45:37,83.0,0,Units not found
CS_02VV2104VAVA_RTS_SP_TL,2169.421512.TL8,CS_02VV2104_RTS_SP,421512.AV1.Present_Value,2020-04-13 08:45:16,44.0,0,°C
CS_02VV2104VAVA_FLOW_TL,2169.421512.TL9,CS_02VV2104_FLOW,421512.AV9.Present_Value,2020-04-13 08:45:35,48.0,90000,L/s
CS_02VV2104VAVA_FLOW_SP_TL,2169.421512.TL10,CS_02VV2104_FLOW_SP,421512.AV10.Present_Value,2020-04-13 08:45:35,42.0,90000,L/s
CS_02VV2104VAVA_DP_SP_TL,2169.421512.TL11,CS_02VV2104_DP_SP,421512.AV14.Present_Value,2020-04-13 08:45:37,46.0,90000,Pa
CS_02VV2104VAVA_DMP_VRTL_POS_TL,2169.421512.TL12,CS_02VV2104_DMP_VRTL_POS,421512.AV15.Present_Value,2020-04-13 08:45:38,35.0,90000,%
CS_02VV2104VAVA_OAT_AV_TL,2169.421512.TL13,CS_02VV2104_OAT_AV,421512.AV17.Present_Value,2020-04-13 08:45:35,44.0,0,°C
SYSTEME_ST_BV_TL,2169.421512.TL14,SYSTEME_ST_BV,421512.BV1.Present_Value,2020-04-13 08:45:57,81.0,0,Units not found
SYSTEM_UNIT_MODE_BV_TL,2169.421512.TL15,SYSTEM_UNIT_MODE_BV,421512.BV3.Present_Value,2020-04-13 08:45:59,86.0,0,Units not found
CS_01VVTSH2104_TL,2169.421512.TL16,CS_01VVTSH2104,421512.AI103.Present_Value,2020-04-13 08:45:14,82.0,90000,%RH
CS_01VVTCO2_2104_TL,2169.421512.TL17,CS_01VVTCO2_2104,421512.AI104.Present_Value,2020-04-13 08:45:15,84.0,90000,ppm
CS_RM2104_KeyPress,2169.421512.TL21,trend_log_input_ref not found,421512.LCD101.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU1_RM2104_MD_TL,2169.421512.TL23,CS_AHU1_RM2104_MD,421512.BI105.Present_Value,2020-04-13 08:45:38,85.0,0,Units not found
CS_02VVRRP2104VAVB_TL,2169.421513.TL1,CS_02VVRRP2104VAVB,421513.AO3.Present_Value,2020-04-13 08:46:44,86.0,90000,%
CS_02VVCDMOP2104VAVB_TL,2169.421513.TL2,CS_02VVCDMOP2104VAVB,421513.BO5.Present_Value,2020-04-13 08:47:05,87.0,0,Units not found
CS_02VVCDMCL2104VAVB_TL,2169.421513.TL3,CS_02VVCDMCL2104VAVB,421513.BO6.Present_Value,2020-04-13 08:47:06,87.0,0,Units not found
CS_02VVAST5A_CO_TL,2169.421513.TL4,CS_02VVAST5A_CO,421513.AI2.Present_Value,2020-04-13 08:46:46,83.0,90000,%
CS_02VVFSA2104VAVB_TL,2169.421513.TL5,CS_02VVFSA2104VAVB,421513.AI5.Present_Value,2020-04-13 08:46:47,86.0,90000,Pa
CS_02VV2104VAVB_RTS_SP_TL,2169.421513.TL7,CS_02VV2104VAVB_RTS_SP,421513.AV1.Present_Value,2020-04-13 08:46:46,88.0,0,°C
CS_02VV2104VAVB_FLOW_TL,2169.421513.TL8,CS_02VV2104VAVB_FLOW,421513.AV9.Present_Value,2020-04-13 08:46:47,87.0,90000,L/s
CS_02VV2104VAVB_FLOW_SP_TL,2169.421513.TL9,CS_02VV2104VAVB_FLOW_SP,421513.AV10.Present_Value,2020-04-13 08:46:41,88.0,90000,L/s
CS_02VV2104VAVB_DP_SP_TL,2169.421513.TL10,CS_02VV2104VAVB_DP_SP,421513.AV14.Present_Value,2020-04-13 08:46:45,88.0,90000,Pa
CS_02VV2104VAVB_DMP_VRTL_POS_TL,2169.421513.TL11,CS_02VV2104VAVB_DMP_VRTL_POS,421513.AV15.Present_Value,2020-04-13 08:46:46,90.0,90000,%
CS_02VV2104VAVB_OAT_AV_TL,2169.421513.TL12,CS_02VV2104VAVB_OAT_AV,421513.AV17.Present_Value,2020-04-13 08:47:04,88.0,0,°C
SYSTEME_ST_BV_TL,2169.421513.TL13,SYSTEME_ST_BV,421513.BV1.Present_Value,2020-04-13 08:47:07,81.0,0,Units not found
SYSTEM_UNIT_MODE_BV_TL,2169.421513.TL15,SYSTEM_UNIT_MODE_BV,421513.BV3.Present_Value,2020-04-13 08:47:09,86.0,0,Units not found
CS_02VVRRP3101VAVA_TL,2169.421514.TL1,CS_02VVRRP3101VAVA,421514.AO3.Present_Value,2020-04-13 08:47:54,86.0,90000,%
CS_02VVRRH3101VAVA_TL,2169.421514.TL2,CS_02VVRRH3101VAVA,421514.AO4.Present_Value,2020-04-13 08:47:55,86.0,90000,%
CS_02VVCDMOP3101VAVA_TL,2169.421514.TL3,CS_02VVCDMOP3101VAVA,421514.BO5.Present_Value,2020-04-13 08:47:55,87.0,0,Units not found
CS_02VVCDMCL3101VAVA_TL,2169.421514.TL4,CS_02VVCDMCL3101VAVA,421514.BO6.Present_Value,2020-04-13 08:47:56,87.0,0,Units not found
CS_02VVFSA3101VAVA_TL,2169.421514.TL5,CS_02VVFSA3101VAVA,421514.AI5.Present_Value,2020-04-13 08:47:29,86.0,90000,Pa
CS_02VVTST3101VAVA_TL,2169.421514.TL6,CS_02VVTST3101VAVA,421514.AI101.Present_Value,2020-04-13 08:47:30,86.0,90000,°C
CS_02VVSOC3101VAVA_TL,2169.421514.TL7,CS_02VVSOC3101VAVA,421514.BI1.Present_Value,2020-04-13 08:47:51,86.0,0,Units not found
CS_02VV3101VAVA_RTS_SP_TL,2169.421514.TL8,CS_02VV3101VAVA_RTS_SP,421514.AV1.Present_Value,2020-04-13 08:47:57,88.0,0,°C
CS_02VV3101VAVA_FLOW_TL,2169.421514.TL9,CS_02VV3101VAVA_FLOW,421514.AV9.Present_Value,2020-04-13 08:47:51,87.0,90000,L/s
CS_02VV3101VAVA_FLOW_SP_TL,2169.421514.TL10,CS_02VV3101VAVA_FLOW_SP,421514.AV10.Present_Value,2020-04-13 08:47:52,88.0,90000,L/s
CS_02VV3101VAVA_DP_SP_TL,2169.421514.TL11,CS_02VV3101VAVA_DP_SP,421514.AV14.Present_Value,2020-04-13 08:47:57,88.0,90000,Pa
CS_02VV3101VAVA_DMP_VRTL_POS_TL,2169.421514.TL12,CS_02VV3101VAVA_DMP_VRTL_POS,421514.AV15.Present_Value,2020-04-13 08:47:58,90.0,90000,%
CS_02VV3101VAVA_OAT_AV_TL,2169.421514.TL13,CS_02VV3101VAVA_OAT_AV,421514.AV17.Present_Value,2020-04-13 08:47:52,88.0,0,°C
SYSTEME_ST_BV_TL,2169.421514.TL14,SYSTEME_ST_BV,421514.BV1.Present_Value,2020-04-13 08:47:57,81.0,0,Units not found
CS_01VVTSH3101A_TL,2169.421514.TL16,CS_01VVTSH3101A,421514.AI103.Present_Value,2020-04-13 08:47:30,83.0,90000,%RH
CS_01VVTCO2_3101A_TL,2169.421514.TL17,CS_01VVTCO2_3101A,421514.AI104.Present_Value,2020-04-13 08:47:31,85.0,90000,ppm
CS_RM3101A_KeyPress,2169.421514.TL21,trend_log_input_ref not found,421514.LCD101.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU1_RM3101A_MD_TL,2169.421514.TL23,CS_AHU1_RM3101A_MD,421514.BI105.Present_Value,2020-04-13 08:47:53,86.0,0,Units not found
CS_02VVRRP3101VAVB_TL,2169.421515.TL1,CS_02VVRRP3101VAVB,421515.AO3.Present_Value,2020-04-13 08:48:43,86.0,90000,%
CS_02VVRRH3101VAVB_TL,2169.421515.TL2,CS_02VVRRH3101VAVB,421515.AO4.Present_Value,2020-04-13 08:48:43,86.0,90000,%
CS_02VVCDMOP3101VAVB_TL,2169.421515.TL3,CS_02VVCDMOP3101VAVB,421515.BO5.Present_Value,2020-04-13 08:49:07,87.0,0,Units not found
CS_02VVCDMCL3101VAVB_TL,2169.421515.TL4,CS_02VVCDMCL3101VAVB,421515.BO6.Present_Value,2020-04-13 08:49:08,87.0,0,Units not found
CS_02VVFSA3101VAVB_TL,2169.421515.TL5,CS_02VVFSA3101VAVB,421515.AI5.Present_Value,2020-04-13 08:48:45,86.0,90000,Pa
CS_02VVTST3101VAVB_TL,2169.421515.TL6,CS_02VVTST3101VAVB,421515.AI101.Present_Value,2020-04-13 08:48:39,86.0,90000,°C
CS_02VVSOC3101VAVB_TL,2169.421515.TL7,CS_02VVSOC3101VAVB,421515.BI1.Present_Value,2020-04-13 08:49:04,86.0,0,Units not found
CS_02VV3101VAVB_RTS_SP_TL,2169.421515.TL8,CS_02VV3101VAVB_RTS_SP,421515.AV1.Present_Value,2020-04-13 08:48:45,88.0,0,°C
CS_02VV3101VAVB_FLOW_TL,2169.421515.TL9,CS_02VV3101VAVB_FLOW,421515.AV9.Present_Value,2020-04-13 08:49:01,87.0,90000,L/s
CS_02VV3101VAVB_FLOW_SP_TL,2169.421515.TL10,CS_02VV3101VAVB_FLOW_SP,421515.AV10.Present_Value,2020-04-13 08:49:02,88.0,90000,L/s
CS_02VV3101VAVB_DP_SP_TL,2169.421515.TL11,CS_02VV3101VAVB_DP_SP,421515.AV14.Present_Value,2020-04-13 08:49:04,88.0,90000,Pa
CS_02VV3101VAVB_DMP_VRTL_POS_TL,2169.421515.TL12,CS_02VV3101VAVB_DMP_VRTL_POS,421515.AV15.Present_Value,2020-04-13 08:49:05,90.0,90000,%
CS_02VV3101VAVB_OAT_AV_TL,2169.421515.TL13,CS_02VV3101VAVB_OAT_AV,421515.AV17.Present_Value,2020-04-13 08:49:07,88.0,0,°C
SYSTEME_ST_BV_TL,2169.421515.TL14,SYSTEME_ST_BV,421515.BV1.Present_Value,2020-04-13 08:49:01,81.0,0,Units not found
CS_02VVCDMOP3102_TL,2169.421516.TL1,CS_02VVCDMOP3102,421516.BO5.Present_Value,2020-04-13 08:49:51,84.0,0,Units not found
CS_02VVCDMCL3102_Y_TL,2169.421516.TL2,CS_02VVCDMCL3102,421516.BO6.Present_Value,2020-04-13 08:50:16,76.0,0,Units not found
CS_02VVFSA3102_TL,2169.421516.TL3,CS_02VVFSA3102,421516.AI5.Present_Value,2020-04-13 08:49:54,82.0,1500,Pa
CS_02VVTST3102_TL,2169.421516.TL4,CS_02VVTST3102,421516.AI101.Present_Value,2020-04-13 08:49:56,82.0,90000,°C
CS_02VV3102_RTS_SP_TL,2169.421516.TL6,CS_02VV3102_RTS_SP,421516.AV1.Present_Value,2020-04-13 08:49:56,86.0,0,°C
CS_02VV3102_FLOW_TL,2169.421516.TL7,CS_02VV3102_FLOW,421516.AV9.Present_Value,2020-04-13 08:49:57,84.0,90000,L/s
CS_02VV3102_DMP_VRTL_POS_TL,2169.421516.TL8,CS_02VV3102_DMP_VRTL_POS,421516.AV15.Present_Value,2020-04-13 08:49:49,89.0,90000,%
CS_02VV3102_FLOW_SP_TL,2169.421516.TL9,CS_02VV3102_FLOW_SP,421516.AV10.Present_Value,2020-04-13 08:49:50,86.0,0,L/s
CS_02VV3102_DP_SP_TL,2169.421516.TL10,CS_02VV3102_DP_SP,421516.AV14.Present_Value,2020-04-13 08:49:55,85.0,90000,Pa
CS_01VVTSH3102_TL,2169.421516.TL16,CS_01VVTSH3102,421516.AI103.Present_Value,2020-04-13 08:49:57,82.0,90000,%RH
CS_01VVTCO2_3102_TL,2169.421516.TL17,CS_01VVTCO2_3102,421516.AI104.Present_Value,2020-04-13 08:49:50,84.0,90000,ppm
CS_RM3102_KeyPress,2169.421516.TL21,trend_log_input_ref not found,421516.LCD101.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU1_RM3102_MD_TL,2169.421516.TL23,CS_AHU1_RM3102_MD,421516.BI105.Present_Value,2020-04-13 08:49:56,85.0,0,Units not found
CS_02VVCDMOP3001_TL,2169.421517.TL1,CS_02VVCDMOP3001,421517.BO5.Present_Value,2020-04-13 08:51:08,84.0,0,Units not found
CS_02VVCDMCL3001_Y_TL,2169.421517.TL2,CS_02VVCDMCL3001,421517.BO6.Present_Value,2020-04-13 08:51:03,76.0,0,Units not found
CS_02VVFSA3001_TL,2169.421517.TL3,CS_02VVFSA3001,421517.AI5.Present_Value,2020-04-13 08:50:41,82.0,90000,Pa
CS_02VVTST3001_TL,2169.421517.TL4,CS_02VVTST3001,421517.AI101.Present_Value,2020-04-13 08:50:42,82.0,90000,°C
CS_02VVSOC3001_TL,2169.421517.TL5,CS_02VVSOC3001,421517.BI1.Present_Value,2020-04-13 08:51:05,82.0,0,Units not found
CS_02VV3001_RTS_SP_TL,2169.421517.TL6,CS_02VV3001_RTS_SP,421517.AV1.Present_Value,2020-04-13 08:50:43,86.0,0,°C
CS_02VV3001_FLOW_TL,2169.421517.TL7,CS_02VV3001_FLOW,421517.AV9.Present_Value,2020-04-13 08:51:07,84.0,90000,L/s
CS_02VV3001_DMP_VRTL_POS_TL,2169.421517.TL8,CS_02VV3001_DMP_VRTL_POS,421517.AV15.Present_Value,2020-04-13 08:51:06,89.0,90000,%
CS_02VV3001_FLOW_SP_TL,2169.421517.TL9,CS_02VV3001_FLOW_SP,421517.AV10.Present_Value,2020-04-13 08:51:08,86.0,0,L/s
CS_02VV3001_DP_SP_TL,2169.421517.TL10,CS_02VV3001_DP_SP,421517.AV14.Present_Value,2020-04-13 08:51:05,85.0,90000,Pa
CS_01VVTSH3001_TL,2169.421517.TL16,CS_01VVTSH3001,421517.AI103.Present_Value,2020-04-13 08:50:44,82.0,90000,%RH
CS_01VVTCO2_3001_TL,2169.421517.TL17,CS_01VVTCO2_3001,421517.AI104.Present_Value,2020-04-13 08:50:45,84.0,90000,ppm
CS_RM3001_KeyPress,2169.421517.TL21,trend_log_input_ref not found,421517.LCD101.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU1_RM3001_MD_TL,2169.421517.TL23,CS_AHU1_RM3001_MD,421517.BI105.Present_Value,2020-04-13 08:51:06,85.0,0,Units not found
CS_02VVRRP3103A_TL,2169.421518.TL1,CS_02VVRRP3103A,421518.AO3.Present_Value,2020-04-13 08:52:09,83.0,90000,%
CS_02VVCDMOP3103A_TL,2169.421518.TL2,CS_02VVCDMOP3103A,421518.BO5.Present_Value,2020-04-13 08:52:32,85.0,0,Units not found
CS_02VVCDMCL3103A_TL,2169.421518.TL3,CS_02VVCDMCL3103A,421518.BO6.Present_Value,2020-04-13 08:52:33,85.0,0,Units not found
CS_02VVFSA3103A_TL,2169.421518.TL4,CS_02VVFSA3103A,421518.AI5.Present_Value,2020-04-13 08:52:10,83.0,90000,Pa
CS_02VVTST3103A_TL,2169.421518.TL5,CS_02VVTST3103A,421518.AI101.Present_Value,2020-04-13 08:52:11,83.0,90000,°C
CS_02VV3103A_RTS_SP_TL,2169.421518.TL7,CS_02VV3103A_RTS_SP,421518.AV1.Present_Value,2020-04-13 08:52:11,86.0,0,°C
CS_02VV3103A_FLOW_TL,2169.421518.TL8,CS_02VV3103A_FLOW,421518.AV9.Present_Value,2020-04-13 08:52:13,85.0,90000,L/s
CS_02VV3103A_FLOW_SP_TL,2169.421518.TL9,CS_02VV3103A_FLOW_SP,421518.AV10.Present_Value,2020-04-13 08:52:13,87.0,90000,L/s
CS_02VV3103A_DP_SP_TL,2169.421518.TL10,CS_02VV3103A_DP_SP,421518.AV14.Present_Value,2020-04-13 08:52:11,86.0,90000,Pa
CS_02VV3103A_DMP_VRTL_POS_TL,2169.421518.TL11,CS_02VV3103A_DMP_VRTL_POS,421518.AV15.Present_Value,2020-04-13 08:52:32,89.0,90000,%
CS_02VV3103A_OAT_AV_TL,2169.421518.TL12,CS_02VV3103A_OAT_AV,421518.AV17.Present_Value,2020-04-13 08:52:34,86.0,0,°C
SYSTEME_ST_BV_TL,2169.421518.TL13,SYSTEME_ST_BV,421518.BV1.Present_Value,2020-04-13 08:52:34,81.0,0,Units not found
CS_02VVRST5B_CO_TL,2169.421519.TL1,CS_02VVRST5B_CO,421519.AO3.Present_Value,2020-04-13 08:53:13,83.0,90000,%
CS_02VVRRH2102VAVA_TL,2169.421519.TL2,CS_02VVRRH3103VAVA,421519.AO4.Present_Value,2020-04-13 08:53:14,48.0,90000,%
CS_02VVCDMOP2102VAVA_TL,2169.421519.TL3,CS_02VVCDMCL3103VAVA,421519.BO5.Present_Value,2020-04-13 08:53:40,43.0,0,Units not found
CS_02VVCDMCL2102VAVA_TL,2169.421519.TL4,CS_02VVCDMOP3103VAVA,421519.BO6.Present_Value,2020-04-13 08:53:35,43.0,0,Units not found
CS_02VVFSA2102VAVA_TL,2169.421519.TL5,CS_02VVFSA3103VAVA,421519.AI5.Present_Value,2020-04-13 08:53:18,48.0,90000,Pa
CS_02VVTST2102VAVA_TL,2169.421519.TL6,CS_02VVTST3103VAVA,421519.AI101.Present_Value,2020-04-13 08:53:13,48.0,90000,°C
CS_02VVSOC3103VAVA_TL,2169.421519.TL7,CS_02VVSOC3103VAVA,421519.BI1.Present_Value,2020-04-13 08:53:38,86.0,0,Units not found
CS_02VV2102VAVA_RTS_SP_TL,2169.421519.TL8,CS_02VV3103VAVA_RTS_SP,421519.AV1.Present_Value,2020-04-13 08:53:17,28.0,0,°C
CS_02VV2102VAVA_FLOW_TL,2169.421519.TL9,CS_02VV3103VAVA_FLOW,421519.AV9.Present_Value,2020-04-13 08:53:39,30.0,90000,L/s
CS_02VV2102VAVA_FLOW_SP_TL,2169.421519.TL10,CS_02VV3103VAVA_FLOW_SP,421519.AV10.Present_Value,2020-04-13 08:53:40,27.0,90000,L/s
CS_02VV2102VAVA_DP_SP_TL,2169.421519.TL11,CS_02VV3103VAVA_DP_SP,421519.AV14.Present_Value,2020-04-13 08:53:38,29.0,90000,Pa
CS_02VV2102VAVA_DMP_VRTL_POS_TL,2169.421519.TL12,CS_02VV3103VAVA_DMP_VRTL_POS,421519.AV15.Present_Value,2020-04-13 08:53:38,23.0,90000,%
CS_02VV2102VAVA_OAT_AV_TL,2169.421519.TL13,CS_02VV3103VAVA_OAT_AV,421519.AV17.Present_Value,2020-04-13 08:53:40,28.0,0,°C
SYSTEME_ST_BV_TL,2169.421519.TL14,SYSTEME_ST_BV,421519.BV1.Present_Value,2020-04-13 08:53:36,81.0,0,Units not found
SYSTEM_UNIT_MODE_BV_TL,2169.421519.TL15,SYSTEM_UNIT_MODE_BV,421519.BV3.Present_Value,2020-04-13 08:53:38,86.0,0,Units not found
CS_01VVTSH3103A_TL,2169.421519.TL16,CS_01VVTSH3103A,421519.AI103.Present_Value,2020-04-13 08:53:14,83.0,90000,%RH
CS_01VVTCO2_3103A_TL,2169.421519.TL17,CS_01VVTCO2_3103A,421519.AI104.Present_Value,2020-04-13 08:53:14,85.0,90000,ppm
CS_RM3103A_KeyPress,2169.421519.TL21,trend_log_input_ref not found,421519.LCD101.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU1_RM3103A_MD_TL,2169.421519.TL23,CS_AHU1_RM3103A_MD,421519.BI105.Present_Value,2020-04-13 08:53:39,86.0,0,Units not found
CS_02VVRRP3103VAVB_TL,2169.421520.TL1,CS_02VVRRP3103VAVB,421520.AO3.Present_Value,2020-04-13 08:54:21,86.0,90000,%
CS_02VVCDMOP3103VAVB_TL,2169.421520.TL2,CS_02VVCDMOP3103VAVB,421520.BO5.Present_Value,2020-04-13 08:54:40,87.0,0,Units not found
CS_02VVCDMCL3103VAVB_TL,2169.421520.TL3,CS_02VVCDMCL3103VAVB,421520.BO6.Present_Value,2020-04-13 08:54:41,87.0,0,Units not found
CS_02VVAST5A_CO_TL,2169.421520.TL4,CS_02VVAST5A_CO,421520.AI2.Present_Value,2020-04-13 08:54:22,83.0,90000,%
CS_02VVFSA3103VAVB_TL,2169.421520.TL5,CS_02VVFSA3103VAVB,421520.AI5.Present_Value,2020-04-13 08:54:23,86.0,90000,Pa
CS_02VV3103VAVB_RTS_SP_TL,2169.421520.TL7,CS_02VV3103VAVB_RTS_SP,421520.AV1.Present_Value,2020-04-13 08:54:23,88.0,0,°C
CS_02VV3103VAVB_FLOW_TL,2169.421520.TL8,CS_02VV3103VAVB_FLOW,421520.AV9.Present_Value,2020-04-13 08:54:44,87.0,90000,L/s
CS_02VV3103VAVB_FLOW_SP_TL,2169.421520.TL9,CS_02VV3103VAVB_FLOW_SP,421520.AV10.Present_Value,2020-04-13 08:54:40,88.0,90000,L/s
CS_02VV3103VAVB_DP_SP_TL,2169.421520.TL10,CS_02VV3103VAVB_DP_SP,421520.AV14.Present_Value,2020-04-13 08:54:43,88.0,90000,Pa
CS_02VV3103VAVB_DMP_VRTL_POS_TL,2169.421520.TL11,CS_02VV3103VAVB_DMP_VRTL_POS,421520.AV15.Present_Value,2020-04-13 08:54:44,90.0,90000,%
CS_02VV3103VAVB_OAT_AV_TL,2169.421520.TL12,CS_02VV3103VAVB_OAT_AV,421520.AV17.Present_Value,2020-04-13 08:54:40,88.0,0,°C
SYSTEME_ST_BV_TL,2169.421520.TL13,SYSTEME_ST_BV,421520.BV1.Present_Value,2020-04-13 08:54:42,81.0,0,Units not found
SYSTEM_UNIT_MODE_BV_TL,2169.421520.TL15,SYSTEM_UNIT_MODE_BV,421520.BV3.Present_Value,2020-04-13 08:54:44,86.0,0,Units not found
CS_02VVRRP6105VAVB_TL,2169.421521.TL1,CS_02VVRRP6105VAVB,421521.AO3.Present_Value,2020-04-13 08:55:23,86.0,90000,%
CS_02VVCDMOP6105VAVB_TL,2169.421521.TL2,CS_02VVCDMOP6105VAVB,421521.BO5.Present_Value,2020-04-13 08:55:47,87.0,0,Units not found
CS_02VVCDMCL6105VAVB_TL,2169.421521.TL3,CS_02VVCDMCL6105VAVB,421521.BO6.Present_Value,2020-04-13 08:55:49,87.0,0,Units not found
CS_02VVAST5A_CO_TL,2169.421521.TL4,CS_02VVAST5A_CO,421521.AI2.Present_Value,2020-04-13 08:55:25,83.0,90000,%
CS_02VVFSA6105VAVB_TL,2169.421521.TL5,CS_02VVFSA6105VAVB,421521.AI5.Present_Value,2020-04-13 08:55:26,86.0,90000,Pa
CS_02VVSOC6105VAVB_TL,2169.421521.TL6,CS_02VVSOC6105VAVB,421521.BI1.Present_Value,2020-04-13 08:55:45,86.0,0,Units not found
CS_02VV6105VAVB_RTS_SP_TL,2169.421521.TL7,CS_02VV6105VAVB_RTS_SP,421521.AV1.Present_Value,2020-04-13 08:55:45,88.0,0,°C
CS_02VV6105VAVB_FLOW_TL,2169.421521.TL8,CS_02VV6105VAVB_FLOW,421521.AV9.Present_Value,2020-04-13 08:55:47,87.0,90000,L/s
CS_02VV6105VAVB_FLOW_SP_TL,2169.421521.TL9,CS_02VV6105VAVB_FLOW_SP,421521.AV10.Present_Value,2020-04-13 08:55:48,88.0,90000,L/s
CS_02VV6105VAVB_DP_SP_TL,2169.421521.TL10,CS_02VV6105VAVB_DP_SP,421521.AV14.Present_Value,2020-04-13 08:55:45,88.0,90000,Pa
CS_02VV6105VAVB_DMP_VRTL_POS_TL,2169.421521.TL11,CS_02VV6105VAVB_DMP_VRTL_POS,421521.AV15.Present_Value,2020-04-13 08:55:46,90.0,90000,%
CS_02VV6105VAVB_OAT_AV_TL,2169.421521.TL12,CS_02VV6105VAVB_OAT_AV,421521.AV17.Present_Value,2020-04-13 08:55:49,88.0,0,°C
SYSTEME_ST_BV_TL,2169.421521.TL13,SYSTEME_ST_BV,421521.BV1.Present_Value,2020-04-13 08:55:43,81.0,0,Units not found
SYSTEM_UNIT_MODE_BV_TL,2169.421521.TL15,SYSTEM_UNIT_MODE_BV,421521.BV3.Present_Value,2020-04-13 08:55:45,86.0,0,Units not found
CS_02VVRST5B_CO_TL,2169.421522.TL1,CS_02VVRST5B,421522.AO3.Present_Value,2020-04-13 08:56:51,67.0,90000,%
CS_02VVRRH6105VAVA_TL,2169.421522.TL2,CS_02VVRRH6105VAVA,421522.AO4.Present_Value,2020-04-13 08:56:52,86.0,90000,%
CS_02VVCDMOP6105VAVA_TL,2169.421522.TL3,CS_02VVCDMOP6105VAVA,421522.BO5.Present_Value,2020-04-13 08:56:52,87.0,0,Units not found
CS_02VVCDMCL6105VAVA_TL,2169.421522.TL4,CS_02VVCDMCL6105VAVA,421522.BO6.Present_Value,2020-04-13 08:56:53,87.0,0,Units not found
CS_02VVFSA6105VAVA_TL,2169.421522.TL5,CS_02VVFSA6105VAVA,421522.AI5.Present_Value,2020-04-13 08:56:29,86.0,90000,Pa
CS_02VVTST6105VAVA_TL,2169.421522.TL6,CS_02VVTST6105VAVA,421522.AI101.Present_Value,2020-04-13 08:56:30,86.0,90000,°C
CS_02VV6105VAVA_RTS_SP_TL,2169.421522.TL8,CS_02VV6105VAVA_RTS_SP,421522.AV1.Present_Value,2020-04-13 08:56:49,88.0,0,°C
CS_02VV6105VAVA_FLOW_TL,2169.421522.TL9,CS_02VV6105VAVA_FLOW,421522.AV9.Present_Value,2020-04-13 08:56:50,87.0,90000,L/s
CS_02VV6105VAVA_FLOW_SP_TL,2169.421522.TL10,CS_02VV6105VAVA_FLOW_SP,421522.AV10.Present_Value,2020-04-13 08:56:51,88.0,90000,L/s
CS_02VV6105VAVA_DP_SP_TL,2169.421522.TL11,CS_02VV6105VAVA_DP_SP,421522.AV14.Present_Value,2020-04-13 08:56:54,88.0,90000,Pa
CS_02VV6105VAVA_DMP_VRTL_POS_TL,2169.421522.TL12,CS_02VV6105VAVA_DMP_VRTL_POS,421522.AV15.Present_Value,2020-04-13 08:56:49,90.0,90000,%
CS_02VV6105VAVA_OAT_AV_TL,2169.421522.TL13,CS_02VV6105VAVA_OAT_AV,421522.AV17.Present_Value,2020-04-13 08:56:51,88.0,0,°C
SYSTEME_ST_BV_TL,2169.421522.TL14,SYSTEME_ST_BV,421522.BV1.Present_Value,2020-04-13 08:57:15,81.0,0,Units not found
SYSTEM_UNIT_MODE_BV_TL,2169.421522.TL15,SYSTEM_UNIT_MODE_BV,421522.BV3.Present_Value,2020-04-13 08:57:11,86.0,0,Units not found
CS_01VVTSH6105_TL,2169.421522.TL16,CS_01VVTSH6105,421522.AI103.Present_Value,2020-04-13 08:56:31,82.0,90000,%RH
CS_01VVTCO2_6105_TL,2169.421522.TL17,CS_01VVTCO2_6105,421522.AI104.Present_Value,2020-04-13 08:56:31,84.0,90000,ppm
CS_RM6105_KeyPress,2169.421522.TL21,trend_log_input_ref not found,421522.LCD101.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU1_RM6105_MD_TL,2169.421522.TL23,CS_AHU1_RM6105_MD,421522.BI105.Present_Value,2020-04-13 08:56:50,85.0,0,Units not found
CS_02VVCDMOP6001_TL,2169.421523.TL1,CS_02VVCDMOP6001,421523.BO5.Present_Value,2020-04-13 08:58:20,84.0,0,Units not found
CS_02VVCDMCL6001_Y_TL,2169.421523.TL2,CS_02VVCDMCL6001,421523.BO6.Present_Value,2020-04-13 08:58:21,76.0,0,Units not found
